"Statistic Label","Month","Dwelling Status","Eircode Output","Stamp Duty Event","Type of Buyer","UNIT","VALUE"
"Volume of Sales","2014 July","Existing","All","Executions","All Buyer Types","Number","2895"
"Volume of Sales","2014 July","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","718"
"Volume of Sales","2014 July","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Number","1552"
"Volume of Sales","2014 July","Existing","All","Executions","Household Buyer - Non-Occupier","Number","625"
"Volume of Sales","2014 August","All Dwelling Statuses","All","Filings","All Buyer Types","Number","2905"
"Volume of Sales","2014 August","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","785"
"Volume of Sales","2014 August","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Number","1493"
"Volume of Sales","2014 August","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Number","627"
"Volume of Sales","2014 August","All Dwelling Statuses","All","Executions","All Buyer Types","Number","3115"
"Volume of Sales","2014 August","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","804"
"Volume of Sales","2014 August","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Number","1563"
"Volume of Sales","2014 August","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Number","748"
"Volume of Sales","2014 August","New","All","Filings","All Buyer Types","Number","313"
"Volume of Sales","2014 August","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","128"
"Volume of Sales","2014 August","New","All","Filings","Household Buyer - Former Owner-Occupier","Number","138"
"Volume of Sales","2014 August","New","All","Filings","Household Buyer - Non-Occupier","Number","47"
"Volume of Sales","2014 August","New","All","Executions","All Buyer Types","Number","315"
"Volume of Sales","2014 August","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","127"
"Volume of Sales","2014 August","New","All","Executions","Household Buyer - Former Owner-Occupier","Number","134"
"Volume of Sales","2014 August","New","All","Executions","Household Buyer - Non-Occupier","Number","54"
"Volume of Sales","2014 August","Existing","All","Filings","All Buyer Types","Number","2592"
"Volume of Sales","2014 August","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","657"
"Volume of Sales","2014 August","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Number","1355"
"Volume of Sales","2014 August","Existing","All","Filings","Household Buyer - Non-Occupier","Number","580"
"Volume of Sales","2014 August","Existing","All","Executions","All Buyer Types","Number","2800"
"Volume of Sales","2014 August","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","677"
"Volume of Sales","2014 August","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Number","1429"
"Volume of Sales","2014 August","Existing","All","Executions","Household Buyer - Non-Occupier","Number","694"
"Volume of Sales","2014 September","All Dwelling Statuses","All","Filings","All Buyer Types","Number","3462"
"Volume of Sales","2014 September","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","924"
"Volume of Sales","2014 September","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Number","1731"
"Volume of Sales","2014 September","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Number","807"
"Volume of Sales","2014 September","All Dwelling Statuses","All","Executions","All Buyer Types","Number","3281"
"Volume of Sales","2014 September","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","895"
"Volume of Sales","2014 September","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Number","1684"
"Volume of Sales","2014 September","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Number","702"
"Volume of Sales","2014 September","New","All","Filings","All Buyer Types","Number","417"
"Volume of Sales","2014 September","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","181"
"Volume of Sales","2014 September","New","All","Filings","Household Buyer - Former Owner-Occupier","Number","171"
"Volume of Sales","2014 September","New","All","Filings","Household Buyer - Non-Occupier","Number","65"
"Volume of Sales","2014 September","New","All","Executions","All Buyer Types","Number","418"
"Volume of Sales","2014 September","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","168"
"Volume of Sales","2014 September","New","All","Executions","Household Buyer - Former Owner-Occupier","Number","191"
"Volume of Sales","2014 September","New","All","Executions","Household Buyer - Non-Occupier","Number","59"
"Volume of Sales","2014 September","Existing","All","Filings","All Buyer Types","Number","3045"
"Volume of Sales","2014 September","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","743"
"Volume of Sales","2014 September","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Number","1560"
"Volume of Sales","2014 September","Existing","All","Filings","Household Buyer - Non-Occupier","Number","742"
"Volume of Sales","2014 September","Existing","All","Executions","All Buyer Types","Number","2863"
"Volume of Sales","2014 September","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","727"
"Volume of Sales","2014 September","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Number","1493"
"Volume of Sales","2014 September","Existing","All","Executions","Household Buyer - Non-Occupier","Number","643"
"Volume of Sales","2014 October","All Dwelling Statuses","All","Filings","All Buyer Types","Number","3404"
"Volume of Sales","2014 October","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","909"
"Volume of Sales","2014 October","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Number","1759"
"Volume of Sales","2014 October","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Number","736"
"Volume of Sales","2014 October","All Dwelling Statuses","All","Executions","All Buyer Types","Number","3537"
"Volume of Sales","2014 October","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","921"
"Volume of Sales","2014 October","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Number","1814"
"Volume of Sales","2014 October","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Number","802"
"Volume of Sales","2014 October","New","All","Filings","All Buyer Types","Number","371"
"Volume of Sales","2014 October","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","131"
"Volume of Sales","2014 October","New","All","Filings","Household Buyer - Former Owner-Occupier","Number","187"
"Volume of Sales","2014 October","New","All","Filings","Household Buyer - Non-Occupier","Number","53"
"Volume of Sales","2014 October","New","All","Executions","All Buyer Types","Number","374"
"Volume of Sales","2014 October","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","142"
"Volume of Sales","2014 October","New","All","Executions","Household Buyer - Former Owner-Occupier","Number","163"
"Volume of Sales","2014 October","New","All","Executions","Household Buyer - Non-Occupier","Number","69"
"Volume of Sales","2014 October","Existing","All","Filings","All Buyer Types","Number","3033"
"Volume of Sales","2014 October","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","778"
"Volume of Sales","2014 October","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Number","1572"
"Volume of Sales","2014 October","Existing","All","Filings","Household Buyer - Non-Occupier","Number","683"
"Volume of Sales","2014 October","Existing","All","Executions","All Buyer Types","Number","3163"
"Volume of Sales","2014 October","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","779"
"Volume of Sales","2014 October","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Number","1651"
"Volume of Sales","2014 October","Existing","All","Executions","Household Buyer - Non-Occupier","Number","733"
"Volume of Sales","2014 November","All Dwelling Statuses","All","Filings","All Buyer Types","Number","3133"
"Volume of Sales","2014 November","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","852"
"Volume of Sales","2014 November","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Number","1563"
"Volume of Sales","2014 November","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Number","718"
"Volume of Sales","2014 November","All Dwelling Statuses","All","Executions","All Buyer Types","Number","3239"
"Volume of Sales","2014 November","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","912"
"Volume of Sales","2014 November","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Number","1611"
"Volume of Sales","2014 November","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Number","716"
"Volume of Sales","2014 November","New","All","Filings","All Buyer Types","Number","414"
"Volume of Sales","2014 November","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","185"
"Volume of Sales","2014 November","New","All","Filings","Household Buyer - Former Owner-Occupier","Number","156"
"Volume of Sales","2014 November","New","All","Filings","Household Buyer - Non-Occupier","Number","73"
"Volume of Sales","2014 November","New","All","Executions","All Buyer Types","Number","437"
"Volume of Sales","2014 November","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","184"
"Volume of Sales","2014 November","New","All","Executions","Household Buyer - Former Owner-Occupier","Number","186"
"Volume of Sales","2014 November","New","All","Executions","Household Buyer - Non-Occupier","Number","67"
"Volume of Sales","2014 November","Existing","All","Filings","All Buyer Types","Number","2719"
"Volume of Sales","2014 November","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","667"
"Volume of Sales","2014 November","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Number","1407"
"Volume of Sales","2014 November","Existing","All","Filings","Household Buyer - Non-Occupier","Number","645"
"Volume of Sales","2014 November","Existing","All","Executions","All Buyer Types","Number","2802"
"Volume of Sales","2014 November","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Number","728"
"Volume of Sales","2014 November","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Number","1425"
"Volume of Sales","2014 November","Existing","All","Executions","Household Buyer - Non-Occupier","Number","649"
"Volume of Sales","2014 December","All Dwelling Statuses","All","Filings","All Buyer Types","Number","4170"
"Volume of Sales","2014 December","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Number","1074"
